  INFO root [2019-09-03 15:32:25,580] - 
 DEBUG root [2019-09-12 20:08:25,778] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/HallBase.cs
 DEBUG root [2019-09-12 20:08:25,780] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallHallBase.cs
 DEBUG root [2019-09-12 20:08:25,781] - ClientSDK::writeEntityModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Room
 DEBUG root [2019-09-12 20:08:25,782] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/RoomBase.cs
 DEBUG root [2019-09-12 20:08:25,783] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallRoomBase.cs
 DEBUG root [2019-09-12 20:08:25,784] - ClientSDK::writeEntityModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Food
 DEBUG root [2019-09-12 20:08:25,785] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/FoodBase.cs
 DEBUG root [2019-09-12 20:08:25,786] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallFoodBase.cs
 DEBUG root [2019-09-12 20:08:25,787] - ClientSDK::writeEntityModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Smash
 DEBUG root [2019-09-12 20:08:25,788] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/SmashBase.cs
 DEBUG root [2019-09-12 20:08:25,791] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallSmashBase.cs
  INFO root [2019-09-12 20:08:25,807] - Script::uninstall(): is successfully!
 DEBUG root [2019-09-12 20:08:25,808] - ThreadPool::destroy(): starting size 2.
  WARN root [2019-09-12 20:08:26,109] - ThreadPool::destroy(): waiting for thread(2)[0x210318,0x210450,], try=1
 DEBUG root [2019-09-12 20:08:26,512] - TPThread::~TPThread(): 0x210318
 DEBUG root [2019-09-12 20:08:26,512] - TPThread::~TPThread(): 0x210450
 DEBUG root [2019-09-12 20:08:26,513] - ThreadPool::destroy(): successfully!
 DEBUG root [2019-09-12 20:08:26,531] - Bundle::destroyObjPool(): size 7.
 DEBUG root [2019-09-12 20:08:26,531] - Channel::destroyObjPool(): size 0.
 DEBUG root [2019-09-12 20:08:26,532] - TCPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-09-12 20:08:26,532] - UDPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-09-12 20:08:26,532] - EndPoint::destroyObjPool(): size 0.
 DEBUG root [2019-09-12 20:08:26,532] - Address::destroyObjPool(): size 0.
 DEBUG root [2019-09-12 20:08:26,532] - TCPPacketReceiver::destroyObjPool(): size 0.
 DEBUG root [2019-09-12 20:08:26,532] - UDPPacketReceiver::destroyObjPool(): size 0.
  INFO root [2019-09-12 20:08:26,532] - tool(18446744073709551615) has shut down. ClientSDK=true
  INFO root [2019-09-12 20:08:27,534] - EventDispatcher()::~EventDispatcher: Num timers = 2
  INFO root [2019-09-12 20:26:16,829] - 
  INFO root [2019-09-12 20:26:16,829] - -----------------------------------------------------------------------------------------


  INFO root [2019-09-12 20:26:16,830] - Resmgr::initialize: KBE_ROOT=D:/kbengine/
  INFO root [2019-09-12 20:26:16,830] - Resmgr::initialize: KBE_RES_PATH=D:/kbengine/kbe/res/;D:/kbengine/BattleOfBalls_assets/;D:/kbengine/BattleOfBalls_assets/scripts/;D:/kbengine/BattleOfBalls_assets/res/
  INFO root [2019-09-12 20:26:16,830] - Resmgr::initialize: KBE_BIN_PATH=D:/kbengine/kbe/bin/server/
  INFO root [2019-09-12 20:26:16,848] - NetworkInterface::initialize(INTERNAL-TCP): bound to all interfaces with default route interface on 192.168.56.1 ( 192.168.56.1:58567 )
  INFO root [2019-09-12 20:26:16,849] - NetworkInterface::initialize(INTERNAL-TCP): address 192.168.56.1:58567, SOMAXCONN=5.
  INFO root [2019-09-12 20:26:16,854] - ---- tool Version: 2.4.5. ScriptVersion: 0.1.0. Pythoncore: 3.7.3. Protocol: ACE55A2934030C0DA3446BA0E5FAB5DD. Config: Debug X86. Built: 09:55:11 May  8 2019. AppID: 18446744073709551615. UID: 0. PID: 13224 ----
  INFO root [2019-09-12 20:26:16,854] - Server error_name: Intel(R) Core(TM) i5-6300HQ CPU @ 2.30GHz with 2097151kB RAM
  INFO root [2019-09-12 20:26:16,855] - ThreadPool::createThreadPool: creating  threadpool...
  INFO root [2019-09-12 20:26:16,855] - ThreadPool::createThreadPool: successfully(2), newThreadCount=1, normalMaxThreadCount=2, maxThreadCount=8
  INFO root [2019-09-12 20:26:17,050] - Script::install(): is successfully, Python=(3.7.3 (default, May  8 2019, 09:53:38) [MSC v.1916 32 bit (Intel)])!
  INFO root [2019-09-12 20:26:17,050] - Script::install(): KBExtra is successfully!
 DEBUG root [2019-09-12 20:26:17,710] - ClientSDK::writeServerErrorDescrsModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//ServerErrorDescrs.cs
 DEBUG root [2019-09-12 20:26:17,711] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/ServerErrorDescrs.cs
 DEBUG root [2019-09-12 20:26:17,712] - ClientSDK::writeEngineMessagesModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Messages.cs
 DEBUG root [2019-09-12 20:26:17,718] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/Messages.cs
 DEBUG root [2019-09-12 20:26:17,725] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/KBETypes.cs
 DEBUG root [2019-09-12 20:26:17,726] - ClientSDK::writeEntityDefsModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//EntityDef.cs
 DEBUG root [2019-09-12 20:26:17,729] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityDef.cs
 DEBUG root [2019-09-12 20:26:17,730] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/CustomDataTypes.cs
 DEBUG root [2019-09-12 20:26:17,731] - ClientSDK::writeEntityModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Account
 DEBUG root [2019-09-12 20:26:17,733] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/AccountBase.cs
 DEBUG root [2019-09-12 20:26:17,735] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallAccountBase.cs
 DEBUG root [2019-09-12 20:26:17,736] - ClientSDK::writeEntityModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Hall
 DEBUG root [2019-09-12 20:26:17,737] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/HallBase.cs
 DEBUG root [2019-09-12 20:26:17,738] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallHallBase.cs
 DEBUG root [2019-09-12 20:26:17,739] - ClientSDK::writeEntityModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Room
 DEBUG root [2019-09-12 20:26:17,740] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/RoomBase.cs
 DEBUG root [2019-09-12 20:26:17,741] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallRoomBase.cs
 DEBUG root [2019-09-12 20:26:17,741] - ClientSDK::writeEntityModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Food
 DEBUG root [2019-09-12 20:26:17,743] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/FoodBase.cs
 DEBUG root [2019-09-12 20:26:17,744] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallFoodBase.cs
 DEBUG root [2019-09-12 20:26:17,744] - ClientSDK::writeEntityModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Smash
 DEBUG root [2019-09-12 20:26:17,746] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/SmashBase.cs
 DEBUG root [2019-09-12 20:26:17,746] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallSmashBase.cs
  INFO root [2019-09-12 20:26:17,758] - Script::uninstall(): is successfully!
 DEBUG root [2019-09-12 20:26:17,758] - ThreadPool::destroy(): starting size 2.
  WARN root [2019-09-12 20:26:18,059] - ThreadPool::destroy(): waiting for thread(2)[0x62c730,0x62c458,], try=1
 DEBUG root [2019-09-12 20:26:18,462] - TPThread::~TPThread(): 0x62c730
 DEBUG root [2019-09-12 20:26:18,462] - TPThread::~TPThread(): 0x62c458
 DEBUG root [2019-09-12 20:26:18,463] - ThreadPool::destroy(): successfully!
 DEBUG root [2019-09-12 20:26:18,475] - Bundle::destroyObjPool(): size 7.
 DEBUG root [2019-09-12 20:26:18,475] - Channel::destroyObjPool(): size 0.
 DEBUG root [2019-09-12 20:26:18,475] - TCPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-09-12 20:26:18,475] - UDPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-09-12 20:26:18,475] - EndPoint::destroyObjPool(): size 0.
 DEBUG root [2019-09-12 20:26:18,476] - Address::destroyObjPool(): size 0.
 DEBUG root [2019-09-12 20:26:18,476] - TCPPacketReceiver::destroyObjPool(): size 0.
 DEBUG root [2019-09-12 20:26:18,476] - UDPPacketReceiver::destroyObjPool(): size 0.
  INFO root [2019-09-12 20:26:18,476] - tool(18446744073709551615) has shut down. ClientSDK=true
  INFO root [2019-09-12 20:26:19,477] - EventDispatcher()::~EventDispatcher: Num timers = 2
  INFO root [2019-09-15 09:47:05,951] - 
  INFO root [2019-09-15 09:47:05,962] - -----------------------------------------------------------------------------------------


  INFO root [2019-09-15 09:47:05,963] - Resmgr::initialize: KBE_ROOT=D:/kbengine/
  INFO root [2019-09-15 09:47:05,963] - Resmgr::initialize: KBE_RES_PATH=D:/kbengine/kbe/res/;D:/kbengine/BattleOfBalls_assets/;D:/kbengine/BattleOfBalls_assets/scripts/;D:/kbengine/BattleOfBalls_assets/res/
  INFO root [2019-09-15 09:47:05,963] - Resmgr::initialize: KBE_BIN_PATH=D:/kbengine/kbe/bin/server/
  INFO root [2019-09-15 09:47:05,983] - NetworkInterface::initialize(INTERNAL-TCP): bound to all interfaces with default route interface on 192.168.56.1 ( 192.168.56.1:56500 )
  INFO root [2019-09-15 09:47:05,983] - NetworkInterface::initialize(INTERNAL-TCP): address 192.168.56.1:56500, SOMAXCONN=5.
  INFO root [2019-09-15 09:47:05,989] - ---- tool Version: 2.4.5. ScriptVersion: 0.1.0. Pythoncore: 3.7.3. Protocol: ACE55A2934030C0DA3446BA0E5FAB5DD. Config: Debug X86. Built: 09:55:11 May  8 2019. AppID: 18446744073709551615. UID: 0. PID: 10948 ----
  INFO root [2019-09-15 09:47:05,989] - Server error_name: Intel(R) Core(TM) i5-6300HQ CPU @ 2.30GHz with 2097151kB RAM
  INFO root [2019-09-15 09:47:06,010] - ThreadPool::createThreadPool: creating  threadpool...
  INFO root [2019-09-15 09:47:06,010] - ThreadPool::createThreadPool: successfully(2), newThreadCount=1, normalMaxThreadCount=2, maxThreadCount=8
  INFO root [2019-09-15 09:47:06,220] - Script::install(): is successfully, Python=(3.7.3 (default, May  8 2019, 09:53:38) [MSC v.1916 32 bit (Intel)])!
  INFO root [2019-09-15 09:47:06,221] - Script::install(): KBExtra is successfully!
 DEBUG root [2019-09-15 09:47:07,243] - ClientSDK::writeServerErrorDescrsModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//ServerErrorDescrs.cs
 DEBUG root [2019-09-15 09:47:07,248] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/ServerErrorDescrs.cs
 DEBUG root [2019-09-15 09:47:07,249] - ClientSDK::writeEngineMessagesModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Messages.cs
 DEBUG root [2019-09-15 09:47:07,255] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/Messages.cs
 DEBUG root [2019-09-15 09:47:07,258] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/KBETypes.cs
 DEBUG root [2019-09-15 09:47:07,259] - ClientSDK::writeEntityDefsModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//EntityDef.cs
 DEBUG root [2019-09-15 09:47:07,262] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityDef.cs
 DEBUG root [2019-09-15 09:47:07,264] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/CustomDataTypes.cs
 DEBUG root [2019-09-15 09:47:07,264] - ClientSDK::writeEntityModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Account
 DEBUG root [2019-09-15 09:47:07,267] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/AccountBase.cs
 DEBUG root [2019-09-15 09:47:07,268] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallAccountBase.cs
 DEBUG root [2019-09-15 09:47:07,269] - ClientSDK::writeEntityModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Hall
 DEBUG root [2019-09-15 09:47:07,270] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/HallBase.cs
 DEBUG root [2019-09-15 09:47:07,271] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallHallBase.cs
 DEBUG root [2019-09-15 09:47:07,272] - ClientSDK::writeEntityModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Room
 DEBUG root [2019-09-15 09:47:07,273] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/RoomBase.cs
 DEBUG root [2019-09-15 09:47:07,274] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallRoomBase.cs
 DEBUG root [2019-09-15 09:47:07,275] - ClientSDK::writeEntityModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Food
 DEBUG root [2019-09-15 09:47:07,276] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/FoodBase.cs
 DEBUG root [2019-09-15 09:47:07,277] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallFoodBase.cs
 DEBUG root [2019-09-15 09:47:07,277] - ClientSDK::writeEntityModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Smash
 DEBUG root [2019-09-15 09:47:07,279] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/SmashBase.cs
 DEBUG root [2019-09-15 09:47:07,279] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallSmashBase.cs
  INFO root [2019-09-15 09:47:07,299] - Script::uninstall(): is successfully!
 DEBUG root [2019-09-15 09:47:07,299] - ThreadPool::destroy(): starting size 2.
  WARN root [2019-09-15 09:47:07,619] - ThreadPool::destroy(): waiting for thread(2)[0x1dc4850,0x1dc48b8,], try=1
 DEBUG root [2019-09-15 09:47:08,021] - TPThread::~TPThread(): 0x1dc4850
 DEBUG root [2019-09-15 09:47:08,021] - TPThread::~TPThread(): 0x1dc48b8
 DEBUG root [2019-09-15 09:47:08,021] - ThreadPool::destroy(): successfully!
 DEBUG root [2019-09-15 09:47:08,094] - Bundle::destroyObjPool(): size 7.
 DEBUG root [2019-09-15 09:47:08,094] - Channel::destroyObjPool(): size 0.
 DEBUG root [2019-09-15 09:47:08,095] - TCPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-09-15 09:47:08,095] - UDPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-09-15 09:47:08,095] - EndPoint::destroyObjPool(): size 0.
 DEBUG root [2019-09-15 09:47:08,095] - Address::destroyObjPool(): size 0.
 DEBUG root [2019-09-15 09:47:08,095] - TCPPacketReceiver::destroyObjPool(): size 0.
 DEBUG root [2019-09-15 09:47:08,095] - UDPPacketReceiver::destroyObjPool(): size 0.
  INFO root [2019-09-15 09:47:08,095] - tool(18446744073709551615) has shut down. ClientSDK=true
  INFO root [2019-09-15 09:47:09,108] - EventDispatcher()::~EventDispatcher: Num timers = 2
  INFO root [2019-09-15 10:04:13,484] - 
  INFO root [2019-09-15 10:04:13,485] - -----------------------------------------------------------------------------------------


  INFO root [2019-09-15 10:04:13,485] - Resmgr::initialize: KBE_ROOT=D:/kbengine/
  INFO root [2019-09-15 10:04:13,485] - Resmgr::initialize: KBE_RES_PATH=D:/kbengine/kbe/res/;D:/kbengine/BattleOfBalls_assets/;D:/kbengine/BattleOfBalls_assets/scripts/;D:/kbengine/BattleOfBalls_assets/res/
  INFO root [2019-09-15 10:04:13,485] - Resmgr::initialize: KBE_BIN_PATH=D:/kbengine/kbe/bin/server/
  INFO root [2019-09-15 10:04:13,501] - NetworkInterface::initialize(INTERNAL-TCP): bound to all interfaces with default route interface on 192.168.56.1 ( 192.168.56.1:56588 )
  INFO root [2019-09-15 10:04:13,501] - NetworkInterface::initialize(INTERNAL-TCP): address 192.168.56.1:56588, SOMAXCONN=5.
  INFO root [2019-09-15 10:04:13,506] - ---- tool Version: 2.4.5. ScriptVersion: 0.1.0. Pythoncore: 3.7.3. Protocol: ACE55A2934030C0DA3446BA0E5FAB5DD. Config: Debug X86. Built: 09:55:11 May  8 2019. AppID: 18446744073709551615. UID: 0. PID: 11040 ----
  INFO root [2019-09-15 10:04:13,506] - Server error_name: Intel(R) Core(TM) i5-6300HQ CPU @ 2.30GHz with 2097151kB RAM
  INFO root [2019-09-15 10:04:13,506] - ThreadPool::createThreadPool: creating  threadpool...
  INFO root [2019-09-15 10:04:13,507] - ThreadPool::createThreadPool: successfully(2), newThreadCount=1, normalMaxThreadCount=2, maxThreadCount=8
  INFO root [2019-09-15 10:04:13,695] - Script::install(): is successfully, Python=(3.7.3 (default, May  8 2019, 09:53:38) [MSC v.1916 32 bit (Intel)])!
  INFO root [2019-09-15 10:04:13,695] - Script::install(): KBExtra is successfully!
 ERROR root [2019-09-15 10:04:14,227] - app::initialize(): EntityDef initialization failed!
  INFO root [2019-09-15 10:04:14,237] - Script::uninstall(): is successfully!
 DEBUG root [2019-09-15 10:04:14,237] - ThreadPool::destroy(): starting size 2.
  WARN root [2019-09-15 10:04:14,538] - ThreadPool::destroy(): waiting for thread(2)[0x1d3e630,0x1d3e698,], try=1
 DEBUG root [2019-09-15 10:04:14,940] - TPThread::~TPThread(): 0x1d3e630
 DEBUG root [2019-09-15 10:04:14,940] - TPThread::~TPThread(): 0x1d3e698
 DEBUG root [2019-09-15 10:04:14,940] - ThreadPool::destroy(): successfully!
 DEBUG root [2019-09-15 10:04:14,951] - Bundle::destroyObjPool(): size 13.
 DEBUG root [2019-09-15 10:04:14,952] - Channel::destroyObjPool(): size 0.
 DEBUG root [2019-09-15 10:04:14,952] - TCPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-09-15 10:04:14,952] - UDPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-09-15 10:04:14,952] - EndPoint::destroyObjPool(): size 0.
 DEBUG root [2019-09-15 10:04:14,952] - Address::destroyObjPool(): size 0.
 DEBUG root [2019-09-15 10:04:14,952] - TCPPacketReceiver::destroyObjPool(): size 0.
 DEBUG root [2019-09-15 10:04:14,953] - UDPPacketReceiver::destroyObjPool(): size 0.
  INFO root [2019-09-15 10:04:15,953] - EventDispatcher()::~EventDispatcher: Num timers = 2
  INFO root [2019-09-15 10:04:27,114] - 
  INFO root [2019-09-15 10:04:27,114] - -----------------------------------------------------------------------------------------


  INFO root [2019-09-15 10:04:27,115] - Resmgr::initialize: KBE_ROOT=D:/kbengine/
  INFO root [2019-09-15 10:04:27,115] - Resmgr::initialize: KBE_RES_PATH=D:/kbengine/kbe/res/;D:/kbengine/BattleOfBalls_assets/;D:/kbengine/BattleOfBalls_assets/scripts/;D:/kbengine/BattleOfBalls_assets/res/
  INFO root [2019-09-15 10:04:27,115] - Resmgr::initialize: KBE_BIN_PATH=D:/kbengine/kbe/bin/server/
  INFO root [2019-09-15 10:04:27,133] - NetworkInterface::initialize(INTERNAL-TCP): bound to all interfaces with default route interface on 192.168.56.1 ( 192.168.56.1:56589 )
  INFO root [2019-09-15 10:04:27,134] - NetworkInterface::initialize(INTERNAL-TCP): address 192.168.56.1:56589, SOMAXCONN=5.
  INFO root [2019-09-15 10:04:27,138] - ---- tool Version: 2.4.5. ScriptVersion: 0.1.0. Pythoncore: 3.7.3. Protocol: ACE55A2934030C0DA3446BA0E5FAB5DD. Config: Debug X86. Built: 09:55:11 May  8 2019. AppID: 18446744073709551615. UID: 0. PID: 10200 ----
  INFO root [2019-09-15 10:04:27,138] - Server error_name: Intel(R) Core(TM) i5-6300HQ CPU @ 2.30GHz with 2097151kB RAM
  INFO root [2019-09-15 10:04:27,139] - ThreadPool::createThreadPool: creating  threadpool...
  INFO root [2019-09-15 10:04:27,139] - ThreadPool::createThreadPool: successfully(2), newThreadCount=1, normalMaxThreadCount=2, maxThreadCount=8
  INFO root [2019-09-15 10:04:27,325] - Script::install(): is successfully, Python=(3.7.3 (default, May  8 2019, 09:53:38) [MSC v.1916 32 bit (Intel)])!
  INFO root [2019-09-15 10:04:27,325] - Script::install(): KBExtra is successfully!
 ERROR root [2019-09-15 10:04:27,818] - app::initialize(): EntityDef initialization failed!
  INFO root [2019-09-15 10:04:27,826] - Script::uninstall(): is successfully!
 DEBUG root [2019-09-15 10:04:27,826] - ThreadPool::destroy(): starting size 2.
  WARN root [2019-09-15 10:04:28,128] - ThreadPool::destroy(): waiting for thread(2)[0x7c3a8,0x7c138,], try=1
 DEBUG root [2019-09-15 10:04:28,530] - TPThread::~TPThread(): 0x7c3a8
 DEBUG root [2019-09-15 10:04:28,530] - TPThread::~TPThread(): 0x7c138
 DEBUG root [2019-09-15 10:04:28,530] - ThreadPool::destroy(): successfully!
 DEBUG root [2019-09-15 10:04:28,541] - Bundle::destroyObjPool(): size 13.
 DEBUG root [2019-09-15 10:04:28,541] - Channel::destroyObjPool(): size 0.
 DEBUG root [2019-09-15 10:04:28,541] - TCPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-09-15 10:04:28,541] - UDPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-09-15 10:04:28,542] - EndPoint::destroyObjPool(): size 0.
 DEBUG root [2019-09-15 10:04:28,542] - Address::destroyObjPool(): size 0.
 DEBUG root [2019-09-15 10:04:28,542] - TCPPacketReceiver::destroyObjPool(): size 0.
 DEBUG root [2019-09-15 10:04:28,542] - UDPPacketReceiver::destroyObjPool(): size 0.
  INFO root [2019-09-15 10:04:29,543] - EventDispatcher()::~EventDispatcher: Num timers = 2
  INFO root [2019-09-15 10:06:34,950] - 
  INFO root [2019-09-15 10:06:34,951] - -----------------------------------------------------------------------------------------


  INFO root [2019-09-15 10:06:34,951] - Resmgr::initialize: KBE_ROOT=D:/kbengine/
  INFO root [2019-09-15 10:06:34,951] - Resmgr::initialize: KBE_RES_PATH=D:/kbengine/kbe/res/;D:/kbengine/BattleOfBalls_assets/;D:/kbengine/BattleOfBalls_assets/scripts/;D:/kbengine/BattleOfBalls_assets/res/
  INFO root [2019-09-15 10:06:34,951] - Resmgr::initialize: KBE_BIN_PATH=D:/kbengine/kbe/bin/server/
  INFO root [2019-09-15 10:06:34,968] - NetworkInterface::initialize(INTERNAL-TCP): bound to all interfaces with default route interface on 192.168.56.1 ( 192.168.56.1:56647 )
  INFO root [2019-09-15 10:06:34,968] - NetworkInterface::initialize(INTERNAL-TCP): address 192.168.56.1:56647, SOMAXCONN=5.
  INFO root [2019-09-15 10:06:34,972] - ---- tool Version: 2.4.5. ScriptVersion: 0.1.0. Pythoncore: 3.7.3. Protocol: ACE55A2934030C0DA3446BA0E5FAB5DD. Config: Debug X86. Built: 09:55:11 May  8 2019. AppID: 18446744073709551615. UID: 0. PID: 9040 ----
  INFO root [2019-09-15 10:06:34,972] - Server error_name: Intel(R) Core(TM) i5-6300HQ CPU @ 2.30GHz with 2097151kB RAM
  INFO root [2019-09-15 10:06:34,973] - ThreadPool::createThreadPool: creating  threadpool...
  INFO root [2019-09-15 10:06:34,973] - ThreadPool::createThreadPool: successfully(2), newThreadCount=1, normalMaxThreadCount=2, maxThreadCount=8
  INFO root [2019-09-15 10:06:35,159] - Script::install(): is successfully, Python=(3.7.3 (default, May  8 2019, 09:53:38) [MSC v.1916 32 bit (Intel)])!
  INFO root [2019-09-15 10:06:35,159] - Script::install(): KBExtra is successfully!
 DEBUG root [2019-09-15 10:06:35,764] - ClientSDK::writeServerErrorDescrsModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//ServerErrorDescrs.cs
 DEBUG root [2019-09-15 10:06:35,764] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/ServerErrorDescrs.cs
 DEBUG root [2019-09-15 10:06:35,765] - ClientSDK::writeEngineMessagesModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Messages.cs
 DEBUG root [2019-09-15 10:06:35,771] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/Messages.cs
 DEBUG root [2019-09-15 10:06:35,774] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/KBETypes.cs
